title,release_date,platform,category,imdb_id,imdb_url,imdb_title,imdb_year,imdb_plot,imdb_director,imdb_actors,imdb_rating,imdb_poster,last_updated
Music Shop Murthy,16 July 2024,ETV Win,Film,tt32189369,https://www.imdb.com/title/tt32189369/,Music Shop Murthy,2024,"Murthy, who has been fond of music since childhood, runs a music shop. But when the income from that shop is not much, family members urge him to close the shop. Hence Murthy tries to learn DJing to earn money.",Siva Paladugu,"Ajay Ghosh, Chandini Chowdary, Aamani",8.5,https://m.media-amazon.com/images/M/MV5BMmU1ZDMzMzYtY2I3NS00OWQ1LTg2NjQtZjZjMmMxYTEwMWY5XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:47.622007
Jilebi,13 July 2024,Aha,Film,tt27479108,https://www.imdb.com/title/tt27479108/,Jilebi,2023,Light-hearted Fun &amp; frolic rollercoaster.,Vijay K. Bhaskar,"Murli Sharma, Shivani Rajashekar, Rajendra Prasad",8.0,https://m.media-amazon.com/images/M/MV5BZTAwNzY0ZWQtNDdmMy00ZGFkLWJiNzAtMmRkNjUzZmVmYjJmXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_SX300.jpg,2024-10-15T23:50:47.869626
Maharaja (Telugu),12 July 2024,Netflix,Film,,,,,,,,,,
Plot,11 July 2024,ETV Win,Film,tt29515754,https://www.imdb.com/title/tt29515754/,Plot,2023,"A failed businessman, finally, tastes success in real estate. This turns into an obsession and now he would go to any extent to do business and not fail.An anonymous person threatens him to stop his successful business.",Bhanu Bhava Tharaka,"Vikas Muppala, Sajiv Pasala, Gayatri Gupta",N/A,https://m.media-amazon.com/images/M/MV5BMzE0N2IzNzgtODE5Ni00ODI3LTgyYzktZDFiNzk5MDViMzdiXkEyXkFqcGdeQXVyMTUwNzQzNzUz._V1_SX300.jpg,2024-10-15T23:50:48.365816
Hit List,09 July 2024,Prime Video,Film,tt1383705,https://www.imdb.com/title/tt1383705/,Hit List,2011,"While dating a woman (Shirly Brener) with anger-management issues, a hitman (Joey Lawrence) finds her journal and uses it as a guide to prove how much he loves her.",Minh Collins,"Shirly Brener, Joey Lawrence, Andrea Evans",4.9,https://m.media-amazon.com/images/M/MV5BMTA4YjM4NGQtMjk2Ny00MmI5LWI1MDQtMWM5MDkxYjdiNjNmXkEyXkFqcGdeQXVyMTk5MDk1OQ@@._V1_SX300.jpg,2024-10-15T23:50:48.650967
Malayalee From India (Telugu),05 July 2024,Sony LIV,Film,,,,,,,,,,
Aarambham,05 July 2024,Prime Video,Film,tt31436476,https://www.imdb.com/title/tt31436476/,Aarambham,2024,"Prisoner no 299 escapes from Kalaghati jail leaving no clues behind. However, two detectives hired by the police department investigated the case and found something unbelievable.",Ajay Nag,"Mohan Bhagat, Bhooshan, Abhishek Boddepalli",6.8,https://m.media-amazon.com/images/M/MV5BOGQwNmMyY2YtMDk5Yi00MThjLWI0OGQtYmU1MzdhOTU1OGE3XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:49.155985
Market Mahalakshmi,04 July 2024,Aha,Film,tt31493275,https://www.imdb.com/title/tt31493275/,Market Mahalakshmi,2024,"A young man pursues a relationship with an independent street vendor. Despite their differences, he tries various ways to convince her to marry him.",VS Mukkhesh,"Parvateesam, Praneeka Anvika, Harsha Vardhan",8.6,https://m.media-amazon.com/images/M/MV5BNzYzYTRhYjEtZjI0NC00ZGMwLWEyYmItZjUyM2Y2YzEyMjM0XkEyXkFqcGdeQXVyMTYyMzA3NzQ2._V1_SX300.jpg,2024-10-15T23:50:49.401187
Aham Reboot,01 July 2024,Aha,Film,tt16103372,https://www.imdb.com/title/tt16103372/,Aham Reboot,2022,N/A,Prashanth Sagar Atlluri,Sumanth,N/A,https://m.media-amazon.com/images/M/MV5BMTYwMGQ2MTgtYTQzNi00ODQ5LWE0M2ItZTU1M2VjYzk3MDI3XkEyXkFqcGdeQXVyNjk0NzYwMzQ@._V1_SX300.jpg,2024-10-15T23:50:49.684691
Bhaje Vaayu Vegam,28 June 2024,Netflix,Film,tt32118013,https://www.imdb.com/title/tt32118013/,Bhaje Vaayu Vegam,2024,"To pay for surgery for his father, an aspiring cricketer makes a big bet. When the bookie cheats him, he retaliates - and gets caught in a crime web.",Prashanth Reddy,"Tanikella Bharani, Krishna Chaitanya, Keshav Deepak",6.2,https://m.media-amazon.com/images/M/MV5BZGQzZjhhOWEtMDRmZS00NjE4LTkwNTgtN2EzMmRmNTY0ZWRiXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:49.950734
Love Mouli,28 June 2024,Aha,Film,tt29120615,https://www.imdb.com/title/tt29120615/,Love Mouli,2024,,Avaneendra,"Charvi Dutta, Pankhuri Gidwani, Mirchi Hemanth",N/A,https://m.media-amazon.com/images/M/MV5BYWYzNmZkMzgtMGY2ZC00NGEzLWJjZDUtNDYyZTIyOWExOTZhXkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_SX300.jpg,2024-10-15T23:50:50.217388
Baak,21 June 2024,Disney+ Hotstar,Film,tt15168388,https://www.imdb.com/title/tt15168388/,Baak,2017,N/A,Mahmud Mahin,"Afran Nisho, Tanjin Tisha",N/A,https://m.media-amazon.com/images/M/MV5BZmE3NWY4NzktZmRkMi00M2QzLWE2MWQtNWM0Mjc0Mjg4MjE2XkEyXkFqcGdeQXVyNjI5NDIzNDU@._V1_SX300.jpg,2024-10-15T23:50:50.373947
Gam Gam Ganesha,20 June 2024,Prime Video,Film,tt29041237,https://www.imdb.com/title/tt29041237/,Gam Gam Ganesha,2024,"During a Ganesh Chaturthi celebration, small-time thief Ganesh attempts a major heist that goes awry, leading to a comical clash with Rudra and his boss Kishore Reddy, who are also searching for a valuable item amidst the festive ...",Uday Shetty,"Vennela Kishore, Anand Deverakonda, Raj Arjun",N/A,https://m.media-amazon.com/images/M/MV5BZTZhZjZjNGMtMTk1YS00NGJjLTkwNWYtZjkwNjBhNDM2ZmFhXkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_SX300.jpg,2024-10-15T23:50:50.620350
Gangs Of Godavari,14 June 2024,Netflix,Film,tt27349461,https://www.imdb.com/title/tt27349461/,Gangs of Godavari,2024,A morally-corrupt man seeks to rise within the gritty world of politics and power - but his ambition could ultimately cost him his life.,Krishna Chaitanya,"Nassar, Anjali, Sai Kumar",5.0,https://m.media-amazon.com/images/M/MV5BZWRiYjkwYWMtYjYzMy00YzhlLThkN2ItZjllZWQ2Y2I5ZGU0XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:50.863273
Love Me If You Dare,14 June 2024,Prime Video,Film,tt0364517,https://www.imdb.com/title/tt0364517/,Love Me If You Dare,2003,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, the...",Yann Samuell,"Guillaume Canet, Marion Cotillard, Thibault Verhaeghe",7.5,https://m.media-amazon.com/images/M/MV5BNjIwOGJhY2QtMTA5Yi00MDhlLWE5OTgtYmIzZDNlM2UwZjMyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,2024-10-15T23:50:51.106471
Dear Nanna,14 June 2024,Aha,Film,tt32607447,https://www.imdb.com/title/tt32607447/,Dear Nanna,2024,"Ravi wants son Surya to take over the family pharmacy, but Surya's passion is culinary arts. Their conflicting aspirations strain their relationship as Surya chooses between individual dreams and accepting his father's wishes.",Anji Saladhi,"Yashna Muthuluri, Vinay Nallakadi, Chaitanya Rao",N/A,https://m.media-amazon.com/images/M/MV5BYTI1MzE5NTUtY2U5NS00NWEyLWEyYjEtODBmZjQ2OTZhYzc0XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:51.347533
Yakshini,14 June 2024,Disney+ Hotstar,Film,tt32468463,https://www.imdb.com/title/tt32468463/,Yakshini,2024–,"During a quest to undo a curse, a supernatural being comes across a hopeless romantic and forms an unlikely relationship.",N/A,"Vedhika, Dayanand Reddy, Ajay",4.8,https://m.media-amazon.com/images/M/MV5BNDI1YjFiYzItNDVlZS00MDgzLTkxYWEtYzhjZjkwZDU0MmE0XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:51.601000
Rush,13 June 2024,ETV Win,Film,tt1979320,https://www.imdb.com/title/tt1979320/,Rush,2013,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.",Ron Howard,"Daniel Brühl, Chris Hemsworth, Olivia Wilde",8.1,https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,2024-10-15T23:50:51.844263
Paarijatha Parvam,12 June 2024,Aha,Film,,,,,,,,,,
Ground,10 June 2024,Prime Video,Film,tt30816925,https://www.imdb.com/title/tt30816925/,Ground,2024,"Group of friends go to a playground around the corner, to play Cricket, on a typical Sunday. However, that special day has unexpected events in store for them.",Suraj,"Tejaswini M, Harinath Raj Kuntamukkula, Nagaraju Badhavath",N/A,https://m.media-amazon.com/images/M/MV5BYjhiYWQ5YmUtOTVhZi00YTYyLTg4ZTAtZTllNjc3ZDBhOTUwXkEyXkFqcGdeQXVyMTc1MzE0MTUx._V1_SX300.jpg,2024-10-15T23:50:52.348925
105 Minuttess,07 June 2024,Aha,Film,,,,,,,,,,
Tenant,07 June 2024,Prime Video,Film,tt29866163,https://www.imdb.com/title/tt29866163/,Tenant,2024,"Revolving around six characters resembling six faces of a dice chosen by Life in the game of snakes and ladders, this intriguingly designed drive reflects the current urban lifestyle, telling how women should be in our current soc...",Y. Yugandhar,"Satyam Rajesh, Megha Chowdhary, Bharath Kanth",4.5,https://m.media-amazon.com/images/M/MV5BMGQ2YzUzNjAtYjk5YS00ZDVkLThkM2ItMzM4YTY1MDAyOGRkXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:52.837943
Kalki (Telugu),07 June 2024,ETV Win,Film,,,,,,,,,,
Miral,07 June 2024,Aha,Film,tt1366409,https://www.imdb.com/title/tt1366409/,Miral,2010,A drama centered on an orphaned Palestinian girl growing up in the wake of Arab-Israeli war who finds herself drawn into the conflict.,Julian Schnabel,"Freida Pinto, Hiam Abbass, Willem Dafoe",6.2,https://m.media-amazon.com/images/M/MV5BMWFmZDBjNTktN2MyZS00NTA1LTgwMjItYmZjYzIyNjJjZjFlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,2024-10-15T23:50:53.338363
Aa Okkati Adakku,31 May 2024,Prime Video,Film,tt0257357,https://www.imdb.com/title/tt0257357/,Aa Okkati Adakku,1993,"Chitti, a freeloader, relies on astrology to change his luck. He falls in love with a rich woman but has to change his lazy ways to fulfil a condition her father puts forth.",E.V.V. Satyanarayana,"Rajendra Prasad, Rambha, Raogopalrao",7.9,https://m.media-amazon.com/images/M/MV5BNDMwYmUzMTUtZGQ1OS00ZTdhLTllZjEtZjVjY2ViMmVjYzYxXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,2024-10-15T23:50:53.589964
Project Z,31 May 2024,Aha,Film,tt12659944,https://www.imdb.com/title/tt12659944/,Project Z,2019,"Kumarana, policeman, must investigate a series of mysterious murders that seems to be the work of a serial killer. However, the case gets more complicated as he unravels the killer's pattern.",C.V. Kumar,"Daniel Balaji, Mime Gopi, Sundeep Kishan",7.1,https://m.media-amazon.com/images/M/MV5BNWMzMjAxYzEtNTQ1My00YmMyLTg4ZGItMTMzMjRiNzY5ZjhkXkEyXkFqcGdeQXVyMTIwNjU2MDU4._V1_SX300.jpg,2024-10-15T23:50:53.835775
Raamanna Youth,30 May 2024,ETV Win,Film,tt23781984,https://www.imdb.com/title/tt23781984/,Raamanna Youth,2023,,Abhay Bethiganti,"Srikanth Iyengar, Thagubothu Ramesh, Abhay Bethiganti",N/A,https://m.media-amazon.com/images/M/MV5BYmI0Njc3ZjQtZmEyOC00OGZhLWEwMjQtMDViMTdlM2Q3MDI1XkEyXkFqcGdeQXVyNzcxMzU3NjM@._V1_SX300.jpg,2024-10-15T23:50:54.115056
Keechurallu,30 May 2024,ETV Win,Film,,,,,,,,,,
Sriranga Neethulu,29 May 2024,Aha,Film,,,,,,,,,,
Prasanna Vadanam,24 May 2024,Aha,Film,tt31616213,https://www.imdb.com/title/tt31616213/,Prasanna Vadanam,2024,"Centers on a man with prosopagnosia who struggles to recognize faces. When caught up in a crime scene, his condition becomes an extraordinary investigative tool.",Arjun Y.K.,"Viva Harsha, Rashi Singh Nandu, Nithin Prasanna",6.6,https://m.media-amazon.com/images/M/MV5BNGFmMDRhY2UtN2Y0Zi00NWNhLTk0ZmEtMmI5NzMzMGQ3NzZmXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:54.767430
Rathnam (Telugu),23 May 2024,Prime Video,Film,,,,,,,,,,
Kaliyugam Pattanamlo,23 May 2024,Prime Video,Film,tt31464940,https://www.imdb.com/title/tt31464940/,Kaliyugam Pattanamlo,2024,"Revolves around twins Vijay and Sagar, where Sagar's troubling behavior results in institutionalization, while Vijay studies engineering, showcasing their divergent life paths over the years.",Ramakhanth Reddy,"Vishva Karthikeya, Ayushi Patel, Chitra Shukla",7.4,https://m.media-amazon.com/images/M/MV5BMWFhYWIzNmEtZjUyZi00MGFhLWFkNDMtZmI2ZWY5YjUwZWU1XkEyXkFqcGdeQXVyMTA1ODY1NzY3._V1_SX300.jpg,2024-10-15T23:50:55.150225
Sharathulu Varthisthai,18 May 2024,Aha,Film,tt31188498,https://www.imdb.com/title/tt31188498/,Sharathulu Varthisthai,2024,"Chiranjeevi, a small government employee from a lower middle class family fights back with the system when the system takes them for granted and fails them.",Kumara Swamy,"Rj Avinash, Mallesh Balast, Palamuru Devaraj",6.5,https://m.media-amazon.com/images/M/MV5BMGUxODlmNTctZjcwMS00YjYzLWFkZmQtNGZhMTA3Zjk4YmI1XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,2024-10-15T23:50:55.392553
Krishnamma,17 May 2024,Prime Video,Film,tt15509142,https://www.imdb.com/title/tt15509142/,Krishnamma,2024,"Three orphans form an unbreakable bond, growing up together on the Krishna River's banks in Vijayawada, India, and become each other's family.",V.V. Gopala Krishna,"Krishna Burugula, Nanda Gopal, Haribabu",6.3,https://m.media-amazon.com/images/M/MV5BNDMwOTc4OWQtYzQzZS00NDUzLWI2MmItMjUxMDg0ZjExMDk3XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_SX300.jpg,2024-10-15T23:50:55.543018
Vidya Vasula Aham,17 May 2024,Aha,Film,tt26687112,https://www.imdb.com/title/tt26687112/,Vidya Vasula Aham,2023,"Two independent ego-centric couple, Vidya and Vasu. Their love journey begins after the wedding, arranged by their parents. But when Ego is more important than a relationship, it's hard to sail.",Manikanth Gelli,"Rahul Vijay, Shivani Rajashekar, Tanikella Bharani",N/A,https://m.media-amazon.com/images/M/MV5BMmE0OTMyY2MtODcyMC00YWQwLTgzNTctNzc2YTFiMGM1NDIwXkEyXkFqcGdeQXVyMjc1OTA4MDY@._V1_SX300.jpg,2024-10-15T23:50:55.805558
Praveen IPS,12 May 2024,Hungama Play,Film,tt29959426,https://www.imdb.com/title/tt29959426/,Praveen Ips,2024,"After overcoming difficulties, a determined man joins the IPS, evolving into a tenacious force for good.",Durgha Dev Naidu,"Vaanya Aggarwal, Nanda Kishore, Durgha dev Naidu",N/A,https://m.media-amazon.com/images/M/MV5BMjBhMjhmMmQtNDkyMy00YzdkLWI0NjctMGNkNWM3MGViODZkXkEyXkFqcGdeQXVyOTc2MTgwNjY@._V1_SX300.jpg,2024-10-15T23:50:56.061354
Love Guru,11 May 2024,Prime Video,Film,tt3107600,https://www.imdb.com/title/tt3107600/,Love Guru,2009,"Pratham starts loving Kushi and proposes her but everyone thinks he was trying to fool her as it was 1 April. At her wedding reception, Pratham gives her a rose and announces in front of all that he loves her. Finally, quits his j...",Prashanth Raj,"Tarun Chandra, Dileep Raj, Radhika Pandit",7.2,https://m.media-amazon.com/images/M/MV5BMTE1NTJmNGEtMDliNS00YWYzLThlMmItMjY2MDQwZDlhYWVhXkEyXkFqcGdeQXVyMzQzMDc2MDk@._V1_SX300.jpg,2024-10-15T23:50:56.329666
S.I.T,10 May 2024,Zee5,Film,tt32339528,https://www.imdb.com/title/tt32339528/,S.I.T,2024,"ACP Partha Saradhi leads a team investigating a murder case involving Navya, an NGO for rape victims, revealing connections between her work and her murder.",Vijay Bhaskar Reddy,"Natasha Doshi, Arvind Krishna, Kaushik Mekala",8.0,https://m.media-amazon.com/images/M/MV5BNTA2NmQwYTMtYjM2My00NGIyLWI3MDctOWVlNjg1ZmE4MTIwXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:56.689603
Chitram Choodara,09 May 2024,ETV Win,Film,tt29173806,https://www.imdb.com/title/tt29173806/,Chitram Choodara,2024,"When the manager of Srinivasa Creations' production office visits a town to look for locations, he meets some artists and asks them to come to Hyderabad. What will happen next?",RN Harsha Vardhan,"Annapurnamma, Ravi Babu, Tanikella Bharani",4.7,https://m.media-amazon.com/images/M/MV5BMjNiZGY3MGUtMDI1Ni00OTkyLWI4Y2EtNmEwODQyYzJhZTE0XkEyXkFqcGdeQXVyMTIxMTQ3MDAx._V1_SX300.jpg,2024-10-15T23:50:56.943638
Parthu,09 May 2024,ETV Win,Film,tt13394278,https://www.imdb.com/title/tt13394278/,Padam Parthu Kadhai Sol,2012,N/A,N/A,Darshan,N/A,N/A,2024-10-15T23:50:57.094222
Geethanjali Malli Vachindi,08 May 2024,Aha,Film,tt29277833,https://www.imdb.com/title/tt29277833/,Geethanjali Malli Vachindi,2024,N/A,Shiva Thurlapati,"Anjali, Srinivasa Reddy, Satyam Rajesh",N/A,https://m.media-amazon.com/images/M/MV5BNTY0NjBmMjctNzZkZS00OTIxLTlmZGUtMjhiOTNmYWIxMmE5XkEyXkFqcGdeQXVyMTU4NDUzMjAx._V1_SX300.jpg,2024-10-15T23:50:57.248091
Manjummel Boys (Telugu),05 May 2024,Disney+ Hotstar,Film,,,,,,,,,,
Happy Ending,03 May 2024,Aha,Film,tt3017412,https://www.imdb.com/title/tt3017412/,Happy Ending,2014,A confused writer goes on the search of inspiration for his next story and falls in love with a best seller author who doesn't believe in love.,"Krishna D.K., Raj Nidimoru","Saif Ali Khan, Ileana D'Cruz, Kalki Koechlin",5.4,https://m.media-amazon.com/images/M/MV5BM2E2MTNiMTYtNzYyYS00NWM4LWI0NzctYjVmZjdmNjBlNDA1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,2024-10-15T23:50:57.981918
Siddharth Roy,03 May 2024,Aha,Film,tt27917467,https://www.imdb.com/title/tt27917467/,Siddharth Roy,2024,"Siddharth Roy Embraces logic and reason but is overwhelmed by emotions, resulting in heartache and inner turmoil.",V Yeshasvi,"Gaurav Mahaur, Kalyani Natarajan, Tanvi Negi",7.2,https://m.media-amazon.com/images/M/MV5BMGI5OTUyZTctMWI2YS00Nzk4LWE2MGMtMGMyZjViNjVhNjc0XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:58.245457
Lineman,03 May 2024,Prime Video,Film,tt0406432,https://www.imdb.com/title/tt0406432/,Lineman,1972–1991,"When artist draws a magic line, it takes on a life of its own, becoming a silhouette of a living hot-tempered person. This ""Mr. Line"" wants more things drawn so he can enjoy himself, but the artist loves having fun on Mr. Line's a...",N/A,"Carlo Bonomi, Osvaldo Cavandoli",8.1,https://m.media-amazon.com/images/M/MV5BMTUzMTc5NDgyNF5BMl5BanBnXkFtZTcwMzA1ODcyMg@@._V1_SX300.jpg,2024-10-15T23:50:58.490031
Asura Guru,03 May 2024,Aha,Film,tt8011344,https://www.imdb.com/title/tt8011344/,Asura Guru,2020,"Shakti, who becomes obsessed with money from childhood, goes on to become a tech-savvy thief. However, he becomes a changed man due to certain circumstances when cops nab him.",A. Rajdeep,"Yogi Babu, Kumaravel, Manobala",3.2,https://m.media-amazon.com/images/M/MV5BOWM1ZThiN2ItYzRiYS00ODdhLWE5ZTctMjAzZjE1ZmRjMDAwXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,2024-10-15T23:50:58.729988
Pranaya Vilasam,02 May 2024,ETV Win,Film,tt25377618,https://www.imdb.com/title/tt25377618/,Pranaya Vilasam,2023,Portrays love stories of different characters who are at different stages of their lives.,Nikhil Muraly,"Mamitha Baiju, Anaswara Rajan, Miya George",6.8,https://m.media-amazon.com/images/M/MV5BYzFkYzE2NzMtYmRmZi00MzVkLWFiYjUtODBjMzNmOGRlZDZiXkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:58.985438
Family Star,26 Apr 2024,Prime Video,Film,tt26655108,https://www.imdb.com/title/tt26655108/,The Family Star,2024,"The highs and lows of family relationships in a Indian middle-class family. The life of Govardhan, who wants to achieve greatness in life but has to navigate through a myriad of relationship/trust/ego issues.",Parasuram,"Mrunal Thakur, Vijay Deverakonda, Jayaram",5.3,https://m.media-amazon.com/images/M/MV5BYWI2MTBmZmQtMzM5Ny00MDBmLWEzYWMtMzFkMjgzN2UwOTE1XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_SX300.jpg,2024-10-15T23:50:59.249758
Tillu Square,26 Apr 2024,Netflix,Film,tt22987820,https://www.imdb.com/title/tt22987820/,Tillu Square,2024,"One year after a love affair entangled him in a murder case, a hapless DJ has a one-night stand that leads to even messier kerfuffles tied to his past.",Mallik Ram,"Murli Sharma, Sidhu Jonnalagadda, Anupama Parameswaran",6.7,https://m.media-amazon.com/images/M/MV5BNTYyZGUyMzktMzhmMi00MjRjLThlMjUtZmRjMjdmNzQ2OWQ5XkEyXkFqcGc@._V1_SX300.jpg,2024-10-15T23:50:59.513922
Chunduru Police Station,26 Apr 2024,Aha,Film,,,,,,,,,,
Bhimaa,25 Apr 2024,Disney+ Hotstar,Film,tt26997803,https://www.imdb.com/title/tt26997803/,Bhimaa,2024,Mysterious incidents at a historical temple bring a detective to a small town to investigate. He seeks the truth behind the strange happenings.,Harsha,"Priya Bhavani Shankar, Gopichand, Nassar",5.3,https://m.media-amazon.com/images/M/MV5BN2IxZWU5ODgtNzM2Yy00NzhmLWFiOTgtZWQwNTFjMmZjN2MyXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_SX300.jpg,2024-10-15T23:51:00.123974
My Dear Donga,19 Apr 2024,Aha,Film,tt31592847,https://www.imdb.com/title/tt31592847/,My Dear Donga,2024,"A small time thief enters the apartment of a girl who is independent, sincere and is in a relation with a doctor going through identity crisis makes her feel alive. The rest of story is all about how she handles the crisis.",B S Sarwagna Kumar,"Nikhil Gajula, Abhinav Gomatam, Vamshidhar Goud",5.9,https://m.media-amazon.com/images/M/MV5BODdmNWU0ZWMtYTJmNi00MjU5LThjYjEtYTQwNDFmODAzYTU5XkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_SX300.jpg,2024-10-15T23:51:00.370532
Saagu,14 Apr 2024,Aha,Film,tt32174544,https://www.imdb.com/title/tt32174544/,Saagu,2024,"""Saagu"" follows Hari and Subba Laxmi as they break barriers, fight for their dreams, and bring water to their parched land, showing that love can conquer even the harshest challenges.",Vinay Ratnam,"Harika Balla, Vamsi Tummala",N/A,https://m.media-amazon.com/images/M/MV5BZjc1MjQ1M2UtOWUwYy00NmFkLWFmZWEtMGEwYjZkNGQ1NmExXkEyXkFqcGdeQXVyMTc5MDQ5ODEy._V1_SX300.jpg,2024-10-15T23:51:00.823220
Om Bheem Bush,12 Apr 2024,Prime Video,Film,tt31435642,https://www.imdb.com/title/tt31435642/,Om Bheem Bush,2024,"Follows three scientists who come to a village to find a treasure, but things don't turn easy for them because there is black magic in that village.",Sree Harsha Konuganti,"Ansari, Mukku Avinash, Spandana Bhandari",5.6,https://m.media-amazon.com/images/M/MV5BZjkxOTA5NTYtOGUzMy00MjQxLTk0MzEtYjhhZjhiYjI0MmE2XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_SX300.jpg,2024-10-15T23:51:01.082252
